Filename,Percentage
40-vars/problem_2__006.smt2,30.61%
40-vars/problem_2__007.smt2,22.29%
40-vars/problem_2__020.smt2,33.44%
40-vars/problem_2__023.smt2,59.46%
40-vars/problem_2__025.smt2,52.90%
40-vars/problem_2__029.smt2,67.92%
40-vars/problem_2__032.smt2,70.05%
40-vars/problem_2__034.smt2,64.57%
40-vars/problem__004.smt2,16.63%
40-vars/problem__009.smt2,19.62%
40-vars/problem__012.smt2,52.70%
40-vars/problem__015.smt2,38.45%
40-vars/problem__017.smt2,31.79%
40-vars/problem__032.smt2,63.81%
45-vars/problem_2__004.smt2,25.70%
45-vars/problem_2__007.smt2,5.90%
45-vars/problem_2__011.smt2,28.10%
45-vars/problem_2__017.smt2,32.80%
45-vars/problem_2__020.smt2,33.18%
45-vars/problem_2__021.smt2,49.02%
45-vars/problem_2__024.smt2,51.28%
45-vars/problem_2__034.smt2,70.31%
45-vars/problem__007.smt2,26.81%
45-vars/problem__015.smt2,22.67%
45-vars/problem__018.smt2,53.95%
45-vars/problem__028.smt2,62.07%
45-vars/problem__029.smt2,37.39%
45-vars/problem__030.smt2,54.51%
45-vars/problem__033.smt2,59.94%
convert/convert-jpg2gif-query-1140.smt2,15.58%
convert/convert-jpg2gif-query-1145.smt2,14.21%
convert/convert-jpg2gif-query-1146.smt2,13.85%
convert/convert-jpg2gif-query-1152.smt2,15.67%
convert/convert-jpg2gif-query-1164.smt2,14.47%
convert/convert-jpg2gif-query-1191.smt2,0.17%
convert/convert-jpg2gif-query-1203.smt2,0.21%
convert/convert-jpg2gif-query-1358.smt2,0.23%
convert/convert-jpg2gif-query-1365.smt2,13.93%
convert/convert-jpg2gif-query-1370.smt2,0.24%
convert/convert-jpg2gif-query-1372.smt2,0.21%
convert/convert-jpg2gif-query-1423.smt2,0.20%
convert/convert-jpg2gif-query-1459.smt2,0.22%
convert/convert-jpg2gif-query-1561.smt2,0.00%
convert/convert-jpg2gif-query-1590.smt2,0.00%
dillig/10-21.smt2,31.21%
dillig/15-20.smt2,26.44%
dillig/25-26.smt2,63.23%
dillig/25-9.smt2,29.21%
dillig/30-12.smt2,61.10%
dillig/30-23.smt2,44.98%
dillig/30-28.smt2,33.49%
dillig/35-11.smt2,44.15%
dillig/40-10.smt2,18.04%
dillig/40-17.smt2,50.89%
dillig/40-25.smt2,49.44%
dillig/40-35.smt2,34.97%
dillig/40-4.smt2,54.73%
dillig/45-26.smt2,43.64%
dillig/45-28.smt2,47.39%
pb2010/normalized-1096.cudf.paranoid.smt2,11.34%
pb2010/normalized-j3024_4-sat.smt2,8.56%
pb2010/normalized-j3025_1-sat.smt2,0.00%
pb2010/normalized-j3025_7-sat.smt2,0.00%
pb2010/normalized-j3027_8-sat.smt2,7.37%
pb2010/normalized-j3031_7-sat.smt2,5.30%
pb2010/normalized-j3037_5-sat.smt2,0.00%
pb2010/normalized-j3048_8-sat.smt2,4.03%
pb2010/normalized-j308_6-sat.smt2,8.10%
pb2010/normalized-j6015_4-sat.smt2,8.62%
pb2010/normalized-j6018_3-sat.smt2,5.95%
pb2010/normalized-j6022_1-sat.smt2,1.39%
pb2010/normalized-j6035_10-sat.smt2,3.68%
pb2010/normalized-j6040_1-sat.smt2,5.29%
pb2010/normalized-j6048_4-sat.smt2,6.48%
prime-cone/prime_cone_sat_10.smt2,22.39%
prime-cone/prime_cone_sat_13.smt2,23.55%
prime-cone/prime_cone_sat_14.smt2,24.05%
prime-cone/prime_cone_sat_15.smt2,24.30%
prime-cone/prime_cone_sat_17.smt2,24.86%
prime-cone/prime_cone_sat_19.smt2,25.54%
prime-cone/prime_cone_sat_2.smt2,18.16%
prime-cone/prime_cone_sat_20.smt2,26.07%
prime-cone/prime_cone_sat_3.smt2,17.68%
prime-cone/prime_cone_sat_4.smt2,18.60%
prime-cone/prime_cone_sat_5.smt2,19.59%
prime-cone/prime_cone_sat_6.smt2,20.38%
prime-cone/prime_cone_sat_7.smt2,20.85%
prime-cone/prime_cone_sat_8.smt2,21.26%
prime-cone/prime_cone_sat_9.smt2,21.82%
slacks/10-13.slack.smt2,25.09%
slacks/15-13.slack.smt2,35.63%
slacks/15-5.slack.smt2,17.39%
slacks/15-7.slack.smt2,30.41%
slacks/20-19.slack.smt2,26.56%
slacks/25-17.slack.smt2,26.42%
slacks/30-10.slack.smt2,31.51%
slacks/35-25.slack.smt2,21.97%
slacks/35-5.slack.smt2,26.43%
slacks/40-14.slack.smt2,23.16%
slacks/40-9.slack.smt2,21.89%
slacks/45-14.slack.smt2,24.71%
slacks/45-24.slack.smt2,21.87%
slacks/45-26.slack.smt2,22.68%
slacks/45-34.slack.smt2,25.36%
